	TCGA-OR-A5J1-01A-11D-A29J-05	TCGA-OR-A5J2-01A-11D-A29J-05	TCGA-OR-A5J3-01A-11D-A29J-05	TCGA-OR-A5J4-01A-11D-A29J-05	TCGA-OR-A5J5-01A-11D-A29J-05	TCGA-OR-A5J6-01A-31D-A29J-05	TCGA-OR-A5J7-01A-11D-A29J-05	TCGA-OR-A5J8-01A-11D-A29J-05	TCGA-OR-A5J9-01A-11D-A29J-05	TCGA-OR-A5JA-01A-11D-A29J-05	TCGA-OR-A5JB-01A-11D-A29J-05	TCGA-OR-A5JC-01A-11D-A29J-05	TCGA-OR-A5JD-01A-11D-A29J-05	TCGA-OR-A5JE-01A-11D-A29J-05	TCGA-OR-A5JF-01A-11D-A29J-05	TCGA-OR-A5JG-01A-11D-A29J-05	TCGA-OR-A5JI-01A-11D-A29J-05	TCGA-OR-A5JJ-01A-11D-A29J-05	TCGA-OR-A5JK-01A-11D-A29J-05	TCGA-OR-A5JL-01A-11D-A29J-05	TCGA-OR-A5JM-01A-11D-A29J-05	TCGA-OR-A5JO-01A-11D-A29J-05	TCGA-OR-A5JP-01A-11D-A29J-05	TCGA-OR-A5JQ-01A-11D-A29J-05	TCGA-OR-A5JR-01A-11D-A29J-05	TCGA-OR-A5JS-01A-11D-A29J-05	TCGA-OR-A5JT-01A-11D-A29J-05	TCGA-OR-A5JV-01A-11D-A29J-05	TCGA-OR-A5JW-01A-11D-A29J-05	TCGA-OR-A5JX-01A-11D-A29J-05	TCGA-OR-A5JY-01A-31D-A29J-05	TCGA-OR-A5JZ-01A-11D-A29J-05	TCGA-OR-A5K0-01A-11D-A29J-05	TCGA-OR-A5K1-01A-11D-A29J-05	TCGA-OR-A5K2-01A-11D-A29J-05	TCGA-OR-A5K3-01A-11D-A29J-05	TCGA-OR-A5K4-01A-11D-A29J-05	TCGA-OR-A5K5-01A-11D-A29J-05	TCGA-OR-A5K6-01A-11D-A29J-05	TCGA-OR-A5K8-01A-11D-A29J-05	TCGA-OR-A5K9-01A-11D-A29J-05	TCGA-OR-A5KO-01A-11D-A29J-05	TCGA-OR-A5KT-01A-11D-A29J-05	TCGA-OR-A5KU-01A-11D-A29J-05	TCGA-OR-A5KV-01A-11D-A29J-05	TCGA-OR-A5KW-01A-11D-A29J-05	TCGA-OR-A5KX-01A-11D-A29J-05	TCGA-OR-A5KY-01A-11D-A29J-05	TCGA-OR-A5KZ-01A-11D-A29J-05	TCGA-OR-A5L3-01A-11D-A29J-05	TCGA-OR-A5L4-01A-11D-A29J-05	TCGA-OR-A5L5-01A-11D-A29J-05	TCGA-OR-A5L6-01A-11D-A29J-05	TCGA-OR-A5L8-01A-11D-A29J-05	TCGA-OR-A5L9-01A-11D-A29J-05	TCGA-OR-A5LA-01A-11D-A29J-05	TCGA-OR-A5LB-01A-11D-A29J-05	TCGA-OR-A5LC-01A-11D-A29J-05	TCGA-OR-A5LD-01A-11D-A29J-05	TCGA-OR-A5LE-01A-11D-A29J-05	TCGA-OR-A5LG-01A-11D-A29J-05	TCGA-OR-A5LH-01A-11D-A29J-05	TCGA-OR-A5LJ-01A-11D-A29J-05	TCGA-OR-A5LK-01A-11D-A29J-05	TCGA-OR-A5LL-01A-11D-A29J-05	TCGA-OR-A5LM-01A-11D-A29J-05	TCGA-OR-A5LN-01A-11D-A29J-05	TCGA-OR-A5LO-01A-11D-A29J-05	TCGA-OR-A5LP-01A-11D-A29J-05	TCGA-OR-A5LR-01A-11D-A29J-05	TCGA-OR-A5LS-01A-11D-A29J-05	TCGA-OR-A5LT-01A-11D-A29J-05	TCGA-OU-A5PI-01A-12D-A29J-05	TCGA-P6-A5OF-01A-11D-A29J-05	TCGA-P6-A5OG-01A-22D-A29J-05	TCGA-PA-A5YG-01A-11D-A29J-05	TCGA-PK-A5H8-01A-11D-A29J-05	TCGA-PK-A5H9-01A-11D-A29J-05	TCGA-PK-A5HA-01A-11D-A29J-05	TCGA-PK-A5HB-01A-11D-A29J-05
CLYBL-cg14881470-13-100310841	0.0564542835857057	0.0419309420046709	0.82200438144358	0.89723882145563	0.883871222254122	0.0693751907958023	0.843712831978176	0.626513240049274	0.869181102658826	0.904332251266849	0.0961903646208624	0.657014110458494	0.0601487579600902	0.753810704501403	0.774873499799505	0.838204280957446	0.354154014351183	0.791410856581992	0.0644567023401473	0.745658088003124	0.954455384067369	0.0517581658157318	0.789414396960988	0.653576142620663	0.634321572108757	0.047187863038972	0.0501352499342704	0.127200346863089	0.0512305230922518	0.0460818614707165	0.939578980257314	0.0551600471826412	0.868029261519399	0.0632843796901974	0.844005424985651	0.702998027513268	0.666578000562828	0.806262877641424	0.883681036799263	0.805733284297894	0.935766493369915	0.897662106006444	0.0558690975707558	0.0656241484399727	0.876756335622354	0.796927210082921	0.906284821936733	0.734639035341616	0.916373428834471	0.332684514772691	0.0525354879055903	0.587824641980878	0.533084391522403	0.584345711122	0.0575544332938118	0.59997700489134	0.0521921787768197	0.912657497639538	0.933699811427116	0.930077509994576	0.0477818268441463	0.0477047773521779	0.13918788237934	0.465322776921264	0.0532825753846765	0.0980180956075563	0.051416807307011	0.848193406232643	0.0475575055384155	0.0535624893618277	0.493936422432271	0.0498680149874431	0.186304142902458	0.746735098930639	0.2727230194264	0.405516168876159	0.163675527652288	0.070851570586585	0.719379221772912	0.752850609404364
CMTM1;CMTM2-cg09849405-16-66612955	0.378555439631725	0.0424293919363277	0.0534625794448522	0.912608913760538	0.867792562485192	0.0470556462708195	0.831832796763357	0.679151776023818	0.91466361820463	0.834243441939341	0.552766486340259	0.258507845335995	0.0999952476739721	0.81614409951772	0.0396355009860075	0.139276476773395	0.085117900261028	0.350359082585457	0.0498768422635861	0.0461233741072921	0.962623950081662	0.0463398640866887	0.899531748788882	0.0757093627780649	0.337527662995819	0.0725497792949803	0.189979990236204	0.0410602390936577	0.760189241284414	0.051216739703635	0.918094301752004	0.0402586410618381	0.935018552168342	0.0406691918786217	0.865596456928431	0.039943657893617	0.0364856693037966	0.931811184860976	0.421455562035385	0.771717820277323	0.655501708544877	0.063085656547037	0.262400764244783	0.122272261589893	0.037506682855275	0.133314225719204	0.924105311810564	0.718354990716251	0.0577748257912102	0.0478065349380958	0.036630971136815	0.0508764018531422	0.263401299014427	0.60097938985992	0.139297930735317	0.06741838167523	0.823416992609339	0.808873156786276	0.961279176741177	0.927934844013673	0.0537180766277436	0.0760311722068976	0.880111037348873	0.100187358151184	0.614926415469512	0.153922706505632	0.325224791013536	0.932398243273574	0.0681439156602345	0.514225418927151	0.0802127444215479	0.135743399316847	0.278191158639869	0.364258508171572	0.444363186644284	0.366319302382428	0.156606477828041	0.0817269869814545	0.267103477302986	0.810777684499138
CMTM2-cg06666025-16-66613278	0.861986275491759	0.0713953271323362	0.185656044862892	0.870769860961266	0.926111909907463	0.0913387855701503	0.784692088482172	0.618285657636796	0.797502784074799	0.911933166977612	0.634785108095225	0.696406718589338	0.0557237257040593	0.763119259338369	0.69509912665832	0.0816044900836839	0.254760474505872	0.892703472367915	0.0670708154141675	0.237169901474133	0.959141038527425	0.172839498747083	0.808256045682006	0.118600273420559	0.0743098627638145	0.802226106456492	0.0346511162922566	0.470100681239542	0.563660297780306	0.519109538841995	0.844011518104448	0.0341655228682097	0.951662119727345	0.0507829588774616	0.831422167305513	0.445500206349422	0.159582213218285	0.893996437990979	0.029298862668575	0.713618957788688	0.95719768974404	0.830097023804951	0.254772175552235	0.846697883331856	0.54090663804108	0.0578591666652294	0.876064584440332	0.768877149235953	0.592740323252898	0.0696206684340122	0.0502573868783425	0.0945585234942525	0.471041640384532	0.853482540047757	0.109644097517204	0.0674403734617855	0.915518562600544	0.617313495701505	0.957214266226387	0.934476207882311	0.0474530361001118	0.0497873948494458	0.0807015593393717	0.0546277276947646	0.47301521687102	0.638521642233674	0.0314372288913358	0.910653852575303	0.0711203525428157	0.0717463585232135	0.728318397281674	0.578062335678244	0.541307172418139	0.587966998478767	0.412466738419138	0.391203787117185	0.0897046904368892	0.159027140036459	0.605720928209126	0.57181213078112
CMTM2-cg16626067-16-66613266	0.911011114457522	0.0741541964189655	0.767626344647767	0.908251689193632	0.935704507875915	0.0423442364663416	0.855341733727235	0.688444787888473	0.864890964315245	0.928766440748998	0.719920183378207	0.552368739712626	0.0482298398747228	0.818036333005168	0.652197703324525	0.578721299753103	0.271091714642768	0.89653510514632	0.107589183762767	0.203076612609882	0.970614309994902	0.14895227592979	0.837254769192662	0.092467455284123	0.0641221395652694	0.823106496498169	0.0410615767908324	0.440823192053416	0.120731812255397	0.577326468318899	0.872205538388737	0.272530439373852	0.96547489263349	0.507390790695841	0.869828472511007	0.590729530373021	0.143869432151024	0.941713012515561	0.0747335879377886	0.901841317035879	0.95825103137355	0.73353198244416	0.707161865084931	0.874773783959548	0.301651203337595	0.174221159240617	0.903497557438171	0.757548443683996	0.52774264934945	0.034949679051867	0.0459795768546475	0.128295115011212	0.681160451419498	0.824940260901178	0.398750979290122	0.0831269617079446	0.934866633608795	0.851127001820106	0.955236049581156	0.950163935274961	0.113276779631887	0.122784067736211	0.67039781502439	0.568408325799372	0.664349318714252	0.618120898439671	0.0435615438998285	0.957638476030418	0.131952889751257	0.0808435348635594	0.21675278851126	0.821424895524345	0.606486906034117	0.790040269085865	0.465604462459885	0.400540088918896	0.0807339543836353	0.160791268273939	0.740131825523394	0.867547898984611
CNGB1-cg07112337-16-57917946	0.923543178854325	0.0470065541426933	0.890696974697101	0.890058152209929	0.848480073659344	0.0447145956009309	0.846857171951475	0.110863445020717	0.882466405278406	0.780099734391238	0.108405685222741	0.747357887495277	0.071651447926436	0.855537355364958	0.80622806176733	0.752469442694161	0.58784147419464	0.894012024519846	0.174501868361142	0.209161158020126	0.967733114841012	0.0471567505747918	0.843095434038463	0.147353375608589	0.740539554658911	0.919244049810883	0.140791547068598	0.381463774079277	0.732713735365676	0.0391105131409449	0.864726646165165	0.133869832272476	0.967169390569889	0.272651335531467	0.896965237483445	0.32172753206889	0.0714632147355593	0.926726562973607	0.873301497015878	0.868971158324207	0.959564964718774	0.569594558297689	0.289143684017086	0.725148321574846	0.0418715917076383	0.237561937907838	0.924723293677956	0.824605668066236	0.208242424000407	0.0416462970594905	0.329355365156177	0.154038092138478	0.720749711777676	0.233435437231158	0.193325187448808	0.0415039030394491	0.900128140271077	0.922263583276966	0.929723664505026	0.852758721371136	0.0362694598506665	0.0537634429841104	0.265571621891189	0.613900555163725	0.590642540123125	0.556985860413474	0.12780638280263	0.899644390723539	0.0634062489851339	0.542600163183263	0.893753569620456	0.446747531062236	0.568302417626772	0.805092939554654	0.44061478558261	0.378816725804637	0.771909014635447	0.043869709478537	0.819719753200693	0.495887126619823
CNTN4-cg27264249-3-2141686	0.370133487325697	0.0482918584652326	0.0776591524845182	0.848266817270799	0.814847281399423	0.058788676528781	0.821777541471854	0.0658086613305484	0.838949099182985	0.805822143950749	0.282131082685148	0.063629910837752	0.109530936774843	0.820734003858921	0.061994385064959	0.845437562490314	0.105229026110687	0.0670560301220822	0.0606377861681462	0.0658125624057369	0.912353680468039	0.0876098200216718	0.0807400266146631	0.163572531361607	0.0543746099529546	0.609359121112181	0.0496191992981314	0.114963183974877	0.0733660192395363	0.0523470261237139	0.61632058978612	0.0743130052415529	0.874497646838503	0.0585390077167148	0.719219250034087	0.0630067140763836	0.930728719874832	0.928914719912164	0.173905504267237	0.862907552453368	0.846722966764936	0.0712925977768303	0.0837370276282545	0.068259511817745	0.180928414875396	0.0732070504256034	0.89594380768747	0.291958866353862	0.0752911998450779	0.0586033754573257	0.0673076494717426	0.0724200085063167	0.0742027998674769	0.0578260862260102	0.10774912068248	0.0877180748581536	0.104506351932011	0.671533482198242	0.922934371648141	0.0962975144665376	0.0543521787706205	0.0629111377342645	0.877791129566423	0.625285260569372	0.119125631201043	0.0689792601900296	0.635838644223154	0.867778044826253	0.0742866729840303	0.052836611059875	0.807386475101352	0.393358538460635	0.113310531218175	0.514959863630835	0.196123258197726	0.368132341781257	0.663620993274514	-0.0148995252906294	0.698797956102635	0.66227638605842
COL11A2-cg08481075-6-33161328	0.0994884301278245	0.0643632479321113	0.561225075666942	0.305996258517876	0.151884119348106	0.0821759878272915	0.950368832794472	0.714182531889222	0.905627794296187	0.82814213194241	0.456145026489506	0.872304853727974	0.129764724135263	0.600683244632668	0.376309038203761	0.94971932363651	0.7027381025068	0.28192931107012	0.139356199463437	0.0554446874973222	0.340106216939656	0.318655835664294	0.312788797985159	0.821364221059765	0.140643514911652	0.682038655242896	0.509129760051243	0.738780984578854	0.926265801504608	0.336401284070136	0.943254464465135	0.0871516570824357	0.964617074232665	0.350945998157008	0.889102369849222	0.0736338696372075	0.186380272404351	0.904667183904906	0.870548448332342	0.940555978218764	0.948344236680462	0.192963135491812	0.163161782865646	0.865879979354613	0.0911637902293708	0.0925427781413218	0.868440956905379	0.802324630532878	0.562385610048287	0.0826187463223592	0.213252982385829	0.137163862245569	0.247942232759306	0.870942444878614	0.170642841049929	0.0764669388622553	0.741498975604743	0.0971059213096518	0.853848456108687	0.139511262460608	0.0537204649878956	0.239160205781145	0.818360485013931	0.847211954877551	0.0888212662092108	0.924308496879936	0.0934448741940478	0.945891510656023	0.160251669761501	0.175544392142903	0.362251943604849	0.95098128287135	0.315214671236554	0.617732093238664	0.477541597742406	0.434220366130541	0.77563794225418	0.0788732521706826	0.823445058271104	0.694167670361361
COL14A1-cg09404551-8-121136951	0.701634445106904	0.0402522451452788	0.768610326934446	0.0604427434097782	0.816969984130286	0.0479158560082823	0.779634143909585	0.0620804171578988	0.695916730091132	0.793143245405397	0.0754792999916876	0.621626425728059	0.0664599020471549	0.652698334554817	0.741965696930034	0.767974375008434	0.6305794973981	0.630235186002575	0.160779765920444	0.0596565819797691	0.810787009806679	0.0527674279100997	0.755194862532034	0.482410501728362	0.0500919430434561	0.781408371752248	0.0400308324348421	0.0513609207363119	0.759235888344103	0.0666540039386831	0.779000142756352	0.0428896899427284	0.830211829755351	0.0491155812674772	0.826990128510537	0.768229926242506	0.0719757120802826	0.78111868199454	0.775113227993838	0.797619293547223	0.769132158652876	0.594896937107753	0.670164578633194	0.228042411346526	0.663647046777958	0.531740668381843	0.59207611966906	0.7150889249649	0.0569918263634111	0.151024926638161	0.0436300082124267	0.0628451200873367	0.742345122235584	0.0783284036356781	0.699964583607927	0.0596117142058481	0.826446838291536	0.641456031028411	0.794498057100537	0.780977250968049	0.0552927032727465	0.118068571306717	0.156179843707141	0.360813957470206	0.074131316001275	0.055642866986609	0.0527606002053725	0.801102398344446	0.0687052415159895	0.076014787119572	0.765471533532748	0.833172127447754	0.254354737753382	0.678703790709088	0.135617944009285	0.36488403650576	0.490881724402486	0.094884927063761	0.083891642666129	0.743062648494079
COL14A1-cg23586322-8-121138232	0.907838072250351	0.0491842142911	0.885511969973655	0.0398915861529576	0.112415823953935	0.0408189960972721	0.851759514050762	0.448156752490802	0.930205132694934	0.895247336402774	0.0663817688315702	0.782223272116641	0.0431526364723981	0.760263842961988	0.0907674818363335	0.178992350660933	0.108994841740838	0.889772594628451	0.0548852011832797	0.0601610032850061	0.95989590363563	0.0558389413783792	0.885755768592035	0.0435895235965336	0.0522365729932078	0.304517432903079	0.03740776582891	0.0498366193938827	0.813323199071568	0.176695767675801	0.922119795315006	0.0353871628797831	0.931153996917666	0.0387116008400021	0.917062436775347	0.30560184915763	0.0320451714190407	0.925892822733043	0.922300206292606	0.135423587167619	0.966784677396553	0.43663190420278	0.0372848913252469	0.836490894178909	0.207034067746911	0.942223429386556	0.444385675461712	0.740192390308063	0.55291604361388	0.04433164659088	0.0382951927998104	0.041624506732397	0.0461923176463502	0.0330398697820279	0.803000765569392	0.060387248402862	0.947303217399106	0.176559240449508	0.954651307757056	0.958299510282482	0.0338385540558382	0.0470807198117241	0.31420598999747	0.0506616339184781	0.0503593236316878	0.133603874280036	0.0309227225800228	0.909704594472662	0.0948281916240579	0.0414089887537499	0.847823629155648	0.0417200757908017	0.507053422144925	0.530775983194782	0.198922874326129	0.769883341035459	0.0925922349093118	0.210126673738333	0.0845158861972455	0.809416293624518
COL20A1-cg21879513-20-61927203	0.946061099342958	0.0682280817174151	0.786687139087335	0.619511410760841	0.909462331360534	0.129095332402607	0.928703896618962	0.354026967478041	0.954543656776684	0.813918713601493	0.506402842234412	0.886235514903508	0.199591168460426	0.881463161963043	0.212012160632267	0.959423297439088	0.567400788871785	0.939970082765561	0.162361353604412	0.101963242866975	0.567409566958125	0.14769512201525	0.938932317891526	0.106041151643611	0.148312514087867	0.946507806403398	0.584095733748534	0.138387424465514	0.949865912100111	0.322358557990211	0.779871442715382	0.682918454427224	0.893514499165656	0.724656304290561	0.855950141685775	0.753224098614332	0.137421834968057	0.95296945329295	0.662394313220153	0.940818631111811	0.81620979413637	0.946894042202381	0.296606578695895	0.927835841414177	0.0659399272113185	0.915802060384246	0.63692420803166	0.937696558403365	0.0646154115168262	0.0789149141655394	0.125988865180988	0.359579594759885	0.704862694935606	0.887538573053613	0.114883610617299	0.22496861607088	0.938537304006202	0.9007349628522	0.961455912098383	0.483497888943206	0.0778664205193101	0.101503856348487	0.0808587726185021	0.812464477297747	0.114604662540255	0.932619898469762	0.092287841033864	0.940539683034768	0.0736227034451303	0.436381022838981	0.947314415003799	0.204691236624271	0.616153606409246	0.833003895544199	0.259373636826791	0.455071651432901	0.607820607056003	0.118706273749205	0.852476633378613	0.468046766870151
COL21A1-cg07143470-6-56111812	0.893945906483496	0.0699237203186889	0.0463542580402787	0.899020470426001	0.815350147247144	0.0438008833715343	0.901430473789816	0.275048069757824	0.894890986718031	0.534536477270227	0.198005012000708	0.832981891808474	0.0670309360301115	0.860181476515099	0.547966564813623	0.923971954058732	0.183946821597621	0.592038123696952	0.0724380823874526	0.044008625466432	0.952849080564532	0.19061895150934	0.762533914078115	0.484756399694705	0.777725420510645	0.385442023923541	0.0576893689647049	0.0821990349026528	0.860517960189934	0.528475869863207	0.653841884586561	0.0518033429425992	0.848590833060799	0.0333113705516921	0.646598220085123	0.663461416426831	0.0452384976808273	0.911498650529865	0.829889167944994	0.0454267334757347	0.943462649009148	0.906285591857428	0.275081230467808	0.354254376183876	0.938953767766365	0.80533171157207	0.742746723367845	0.738341225515011	0.943099831829326	0.153290720532695	0.0505256802932275	0.0617915438526877	0.034906010575908	0.775674333066653	0.297350597851857	0.0728116280322689	0.928321858956593	0.906418234697363	0.928259438796623	0.0657464461757431	0.0403443670132339	0.576886605179402	0.702074137257844	0.347398887052247	0.0562205445754271	0.858768245080794	0.0629131561021363	0.686825087240343	0.0481732205143842	0.0969809090353842	0.105658286586117	0.924343549073549	0.386009737175978	0.197898755814578	0.337415748461864	0.432667996088578	0.17184119247495	0.0545796674096534	0.804148390125862	0.795419486825028
COL23A1-cg25153741-5-177913468	0.240071657451979	0.581516908585273	0.682922484895417	0.153389390779173	0.966186286620766	0.473654527214304	0.938089141553909	0.203692406950715	0.965393568029034	0.946224988945562	0.871716266698065	0.307362057762707	0.946226939052798	0.941371172033332	0.914585474083178	0.102993744513886	0.96246450695946	0.573891014236026	0.180623613393775	0.320232765525148	0.867564488391059	0.778556718838448	0.963814956220898	0.630589407090436	0.774805687568591	0.96383153213241	0.0346512613489411	0.311415355654257	0.206750175097913	0.0685168236220559	0.0894424493258251	0.0382219076994003	0.680924600031384	0.10532022244731	0.257969741670719	0.137010440097848	0.034608358989733	0.922425880228465	0.205969157149601	0.864819712455357	0.0421065213149735	0.967189616794065	0.482917536588788	0.640368219829036	0.928283027313995	0.475510054250056	0.0516249947374698	0.936126358620137	0.18328940998639	0.0963214526034026	0.463769433631302	0.452664547971723	0.0406673421742642	0.971904976092487	0.116506037557213	0.449381542438682	0.767323126101245	0.940386367878781	0.965695834650728	0.043064999021828	0.358785410541752	0.704706157783349	0.577597193039439	0.614837415885721	0.933692624788693	0.173917194606649	0.890185732337168	0.753527092454973	0.749752659898276	0.672427982800936	0.860659158665786	0.0477842585347232	0.659213709272301	0.842883743625928	0.432455083093225	0.488576216536686	0.500604310678647	0.452182284864985	0.862906010685794	0.86165444136994
COL4A2-cg24909466-13-110961069	0.0263739449966532	0.0240697890236015	0.841941799095933	0.0241936264373034	0.895630680973305	0.0257528077326524	0.029937927257129	0.0536454787479489	0.800136433445215	0.025917599251673	0.0280949925177858	0.739736928882044	0.0316472736053134	0.0294581791662523	0.785966313004932	0.831912918781571	0.0531784069277662	0.799252019789879	0.0258239898680874	0.553202680328149	0.0239488769031366	0.0257381812664671	0.0409682329563086	0.661752511573205	0.791860778877593	0.0264626788915104	0.0261564981993656	0.616655215933056	0.788680010031171	0.529274756746804	0.855895447836674	0.0263583434327223	0.958474755584906	0.0238640433992621	0.521658268255265	0.814463544622553	0.175096828266153	0.0279419021717134	0.821725097534663	0.025602642679817	0.621660392661653	0.885216637049398	0.422396243037851	0.0295410624746355	0.0240444364822137	0.842045159456976	0.784614827529414	0.714780277179003	0.0272837111933765	0.458282765372266	0.538715653120519	0.0898859615640478	0.179741218828847	0.65175580948445	0.0259897564848536	0.0249464018969716	0.417835710881286	0.438632595601238	0.0249112983781269	0.926108336112411	0.0227914358790095	0.736368941268451	0.82261828706971	0.527596613526482	0.0288194901428291	0.0439783596972357	0.0261145689963012	0.823628488334239	0.0275986677652325	0.0310456382962262	0.68136270233666	0.0305239610022852	0.105936596704863	0.676779667226207	0.287411783188566	0.343326578638156	0.200969023368524	0.0844679649190975	0.607843675313632	0.0891288013362715
CREB3L4;SLC39A1-cg09895920-1-153941186	0.202523647994453	0.0616974400588374	0.0675403250056022	0.233299751993681	0.688310271603458	0.091877550284698	0.9453123459906	0.822325958220491	0.931722517429944	0.933895797506971	0.106355029146114	0.80149056214989	0.135763566418237	0.898318578364508	0.830991766211653	0.920121610806927	0.662613283116384	0.932963276971227	0.160140784732861	0.0722624295176704	0.920907815359029	0.512997386323457	0.100336565018979	0.208241676635177	0.116842958853563	0.0848641374687982	0.0849977727338577	0.565886712650425	0.648504520533746	0.0817827228533007	0.943357564449145	0.0838945502171981	0.92274456867368	0.365616222320686	0.939735756134063	0.689636869855145	0.114274625620703	0.110287027346516	0.61480209686168	0.933757285042457	0.894843086033069	0.935087785053707	0.0931982958970384	0.3594524176498	0.283600260850079	0.0750112191303555	0.955123320413732	0.902004765712392	0.506418044259028	0.196562734820884	0.554573560795236	0.162892500665219	0.385336690595936	0.102696154115177	0.738210850104569	0.694355072607649	0.940041068819929	0.0893901785627864	0.619317408116868	0.763308918498602	0.0651934166279868	0.120333082783367	0.0952535477472611	0.836265969701996	0.0554458457977662	0.369714045302549	0.0896574490929055	0.943592645462863	0.141060205026072	0.0905909450685405	0.303316827365765	0.941398881148126	0.381254406568963	0.798627135290463	0.153259927709195	0.611686078737751	0.4463376032052	0.093629059267184	0.634550395898439	0.871160732402804
CRIP2-cg23411981-14-105940377	0.322632068563594	0.0561505854511496	0.472886178454676	0.835506726297358	0.323670866744854	0.0629344740433212	0.903545568676499	0.0696325276684028	0.871813941979084	0.778368924738649	0.0560218330005147	0.815575456780114	0.762622109867044	0.457903099710701	0.6974089936204	0.910800574190313	0.625373948284806	0.240869385423582	0.724948362493351	0.0500484996089318	0.11203695220558	0.0587753797288684	0.112253490418012	0.693460585134259	0.623512890134718	0.770491615713433	0.0667950967676655	0.718545854266318	0.896802646773166	0.944559076587877	0.0615396558281084	0.0586183407549878	0.959650424438068	0.816078761814414	0.737091084144529	0.90508181950794	0.0692687044556235	0.88141672892228	0.233249581299636	0.851668085044114	0.952663653196411	0.948865455902677	0.366992164794129	0.859166939896252	0.0802692358060924	0.754870627100403	0.818720137847139	0.265597659124335	0.154330181444481	0.587209576042405	0.649657440792456	0.0995860049907603	0.486620748586433	0.952630489686399	0.0579053252897286	0.0662995949121914	0.949275122791062	0.790757446522858	0.948410920736041	0.514040143584929	0.0493745000378045	0.0671003961392472	0.0635372696076579	0.653231296694931	0.742959074621956	0.701319361609762	0.0698393119073015	0.945350123841399	0.709098155502295	0.0620176005312232	0.732910531088303	0.957365068439296	0.438054730083755	0.793048607948207	0.156348472468634	0.649491028731795	0.768657276305283	0.103582548330344	0.634354808525282	0.585332173367508
CRLF1-cg04072597-19-18716499	0.818239654055229	0.0345021624175211	0.432555619142037	0.772489376963017	0.824808714502978	0.0370550628023975	0.81863083214248	0.418536615920386	0.806192149373065	0.554382717906148	0.0512203919918475	0.697258319385	0.391776522929202	0.764726296618024	0.0395182165936902	0.286918358897581	0.2249668706506	0.803168079371874	0.356401732460431	0.0508106792820087	0.859867440881302	0.0423432832786739	0.757449018486126	0.0497454262364279	0.0888720145195798	0.109534216679331	0.446043946853801	0.05778164838798	0.780685582172697	0.0338446710688751	0.462424651195736	0.0424925357658293	0.351608093755317	0.041601898375156	0.839808101708885	0.0499083358139114	0.0421276963527825	0.885159396662231	0.0327423487781183	0.812956311111213	0.673093073556128	0.48867162779317	0.0478334335905135	0.780124665962798	0.79228825591275	0.0350542990693514	0.432969233877684	0.309693508032357	0.223524096608097	0.0356171662921537	0.463381623025145	0.254348149478301	0.472478220690018	0.0944733725669472	0.0467379398449208	0.0646579933681076	0.451088290717078	0.497087321954549	0.907372654080657	0.360039396019928	0.031820495180981	0.0386031915417169	0.0433480549242308	0.540989014320227	0.0380686140060225	0.259946581006313	0.0390382674193076	0.862165734082207	0.0373896615154324	0.0377827906155873	0.833270257467601	0.0307220749160323	0.492326138592467	0.700146123672552	0.114911505534864	0.333854357100578	0.0769606147065467	0.0695042650550021	0.748091925638113	0.447609431014834
CRLF1-cg25383503-19-18714552	0.908040765142969	0.0298619307397742	0.0312917859464042	0.56866375403919	0.547708474970674	0.0297975579951373	0.896399051809862	0.600664810880616	0.899966862414127	0.739251527326764	0.72396495116475	0.836122754559021	0.557073733970716	0.862436576946245	0.79756250517695	0.864155134159125	0.636346818301728	0.860667301813348	0.093138388028537	0.0285910567055048	0.852956227281549	0.0268383624310751	0.850008735852876	0.0479809076658077	0.0282360312653867	0.593109791487331	0.179395915152645	0.0286788377209187	0.877689016046708	0.0313220216294912	0.332594269286735	0.0559231388715293	0.259726273047086	0.0283501465854247	0.89324186128881	0.511265698749308	0.0245658094764722	0.920838261845692	0.029500077887346	0.923368305778842	0.823643220201019	0.85147175277644	0.0270041710157457	0.600830619465286	0.896955973585432	0.355489508795898	0.754230869934829	0.834857732592446	0.027825411182173	0.0298297443674558	0.0550619095758578	0.030466644401514	0.550285335445378	0.443027663400432	0.028671034963993	0.0308548315585663	0.948467824119508	0.313565295834245	0.960203170535723	0.0346138097075103	0.0290406905733469	0.0266569483325531	0.0298804622874727	0.772437627876276	0.0382274615087137	0.203689798840734	0.0251763752059063	0.927526199875611	0.0262668104862693	0.295226866369677	0.707469923023873	0.134696846759299	0.546285092644656	0.738699737995266	0.240069505982436	0.365246094109094	0.0772806567272095	0.0753695106302688	0.85521174774608	0.317357615012157
